Fixture ID,Game Date,Home Team ID,Away Team ID,Home Team Goals,Away Team Goals,Venue,Home Team,Away Team,Home Team Logo,Away Team Logo
193949,2011-12-03,50.0,71.0,5,1,Etihad Stadium (Manchester),Manchester City,Norwich,https://media.api-sports.io/football/teams/50.png,https://media.api-sports.io/football/teams/71.png
193950,2011-12-03,72.0,60.0,1,1,Loftus Road Stadium (London),QPR,West Brom,https://media.api-sports.io/football/teams/72.png,https://media.api-sports.io/football/teams/60.png
193951,2011-12-03,47.0,68.0,3,0,White Hart Lane (London),Tottenham,Bolton,https://media.api-sports.io/football/teams/47.png,https://media.api-sports.io/football/teams/68.png
193952,2011-12-03,61.0,42.0,0,4,The DW Stadium (Wigan),Wigan,Arsenal,https://media.api-sports.io/football/teams/61.png,https://media.api-sports.io/football/teams/42.png
193953,2011-12-03,66.0,33.0,0,1,Villa Park (Birmingham),Aston Villa,Manchester United,https://media.api-sports.io/football/teams/66.png,https://media.api-sports.io/football/teams/33.png
193954,2011-12-04,45.0,75.0,0,1,Goodison Park (Liverpool),Everton,Stoke City,https://media.api-sports.io/football/teams/45.png,https://media.api-sports.io/football/teams/75.png
193955,2011-12-04,39.0,74.0,2,1,"Molineux Stadium (Wolverhampton, West Midlands)",Wolves,Sunderland,https://media.api-sports.io/football/teams/39.png,https://media.api-sports.io/football/teams/746.png
193956,2011-12-05,36.0,40.0,1,0,Craven Cottage (London),Fulham,Liverpool,https://media.api-sports.io/football/teams/36.png,https://media.api-sports.io/football/teams/40.png
193957,2011-12-10,42.0,45.0,1,0,Emirates Stadium (London),Arsenal,Everton,https://media.api-sports.io/football/teams/42.png,https://media.api-sports.io/football/teams/45.png
193958,2011-12-10,68.0,66.0,1,2,Reebok Stadium (Bolton),Bolton,Aston Villa,https://media.api-sports.io/football/teams/68.png,https://media.api-sports.io/football/teams/66.png
193959,2011-12-10,40.0,72.0,1,0,Anfield (Liverpool),Liverpool,QPR,https://media.api-sports.io/football/teams/40.png,https://media.api-sports.io/football/teams/72.png
193960,2011-12-10,33.0,39.0,4,1,Old Trafford (Manchester),Manchester United,Wolves,https://media.api-sports.io/football/teams/33.png,https://media.api-sports.io/football/teams/39.png
193961,2011-12-10,71.0,34.0,4,2,"Carrow Road (Norwich, Norfolk)",Norwich,Newcastle,https://media.api-sports.io/football/teams/71.png,https://media.api-sports.io/football/teams/34.png
193962,2011-12-10,76.0,36.0,2,0,Liberty Stadium (Swansea),Swansea,Fulham,https://media.api-sports.io/football/teams/76.png,https://media.api-sports.io/football/teams/36.png
193963,2011-12-10,60.0,61.0,1,2,The Hawthorns (West Bromwich),West Brom,Wigan,https://media.api-sports.io/football/teams/60.png,https://media.api-sports.io/football/teams/61.png
193964,2011-12-11,74.0,67.0,2,1,Stadium of Light (Sunderland),Sunderland,Blackburn,https://media.api-sports.io/football/teams/746.png,https://media.api-sports.io/football/teams/67.png
193965,2011-12-11,75.0,47.0,2,1,"Britannia Stadium (Stoke-on-Trent, Staffordshire)",Stoke City,Tottenham,https://media.api-sports.io/football/teams/75.png,https://media.api-sports.io/football/teams/47.png
193966,2011-12-12,49.0,50.0,2,1,Stamford Bridge (London),Chelsea,Manchester City,https://media.api-sports.io/football/teams/49.png,https://media.api-sports.io/football/teams/50.png
193967,2011-12-17,67.0,60.0,1,2,Ewood Park (Blackburn),Blackburn,West Brom,https://media.api-sports.io/football/teams/67.png,https://media.api-sports.io/football/teams/60.png
193968,2011-12-17,45.0,71.0,1,1,Goodison Park (Liverpool),Everton,Norwich,https://media.api-sports.io/football/teams/45.png,https://media.api-sports.io/football/teams/71.png
193969,2011-12-17,36.0,68.0,2,0,Craven Cottage (London),Fulham,Bolton,https://media.api-sports.io/football/teams/36.png,https://media.api-sports.io/football/teams/68.png
193970,2011-12-17,34.0,76.0,0,0,Sports Direct Arena (Newcastle-upon-Tyne),Newcastle,Swansea,https://media.api-sports.io/football/teams/34.png,https://media.api-sports.io/football/teams/76.png
193971,2011-12-17,39.0,75.0,1,2,"Molineux Stadium (Wolverhampton, West Midlands)",Wolves,Stoke City,https://media.api-sports.io/football/teams/39.png,https://media.api-sports.io/football/teams/75.png
193972,2011-12-17,61.0,49.0,1,1,The DW Stadium (Wigan),Wigan,Chelsea,https://media.api-sports.io/football/teams/61.png,https://media.api-sports.io/football/teams/49.png
